"trial","exp001","exp002","exp003","exp004","exp005","exp006","exp007","exp008","exp009","exp010","exp011","exp012","exp013","exp014","exp015","exp016","exp017","exp018","exp019","exp020","exp021"
11,12.4272958487226,26.331569532011,40.3649916019731,17.8576480516461,14.8206402843606,19.8512836020556,25.003598585625,15.4590687483849,26.7633410884391,28.7738663697587,19.911956938438,NA,30.1573445419675,39.8219179605075,27.9867635462558,31.5051071355219,23.6790030317047,18.4587991436775,17.0854529793469,14.1107025288936,63.2478928521689
12,17.9959168782315,25.8209241687647,12.5718430933373,15.4484041247126,23.4798878253332,15.1724167878376,26.6240446256143,18.2111025811075,30.7824654639941,11.0430348624969,17.9367147697833,30.8336453585517,40.7416020138837,-10.6314254456096,33.2354952058597,15.1836399984403,21.1225554225672,30.5117104695895,22.8169069944102,17.9546195205821,49.4073698616208
13,38.1624044401534,43.6712778014503,22.7905474751537,20.1128838906766,10.9245818596248,6.08667646397913,24.9655067348039,23.9212839781082,17.8892047787888,15.6502691054422,17.7060548437489,8.20158667149792,30.8520775610282,25.1833209947562,23.8017905844838,36.6472636617569,23.7614750939048,31.0918378525258,13.3189083250347,24.9532080868564,11.344048868815
14,23.4148511697096,13.6039680201806,39.2272975056079,21.2328898217489,22.6602820335427,20.5302791400871,13.5199759870155,12.6837606162252,38.7291667688567,28.5777974782276,22.2350297604149,22.6209915576893,41.8433267730075,21.3870523184861,27.1626446037792,14.8300205996176,17.9661634870294,20.3004539137362,14.3246118600502,37.4353588073432,10.7752443806972
15,7.13096357014226,26.0055655855246,21.0909657391475,15.0564859817207,41.5672871476872,15.1572332364967,28.7746631502714,7.43795452092629,22.4178200822122,23.865710625012,18.2258195122909,14.2078863175277,13.7423853889867,22.5103615183346,29.5959851464198,14.7020207706987,35.9383530772976,20.8279081831195,18.8898580786948,12.1332724815562,25.254029593579
16,14.5046266815543,29.3007577544628,21.8363229976467,16.4088695965158,15.4218895619418,21.2792287305066,7.08999859921548,7.90586608992478,42.0728564951219,31.2182807428543,18.2047090636828,11.6944835229407,23.391956115417,18.7019405816433,20.5165492447026,18.0463179505813,31.05250440271,25.8804370612331,13.5288852210622,27.4977666621522,26.9069152271672
17,29.157684287208,30.137928417475,24.0213909487303,15.1984542161971,9.06706378747696,11.4699365847979,33.5805299981534,9.29159808231738,25.1890209521841,32.8058603292785,9.58344749022316,5.41681307432742,30.8579883260728,24.7684029773248,35.6901865424305,16.7617148314298,16.9362952028783,22.3911339419915,32.377645664511,23.1030626384953,5.1170841744989
18,27.328182405022,NA,24.4220497650523,19.3943802646473,12.8730891922537,19.8791561776406,90.8566349290909,15.0143144383309,27.7524067918128,21.4625274599237,26.4378295903811,24.3846756259291,47.0261121536713,29.4785067024505,29.0266674733827,29.6586150097331,31.7479661957926,28.610483640028,27.8190308228617,37.3607247317138,51.9055354811839
19,10.1487339485728,11.7496836505614,19.1552958303617,20.532881779297,28.2330855399217,18.2086557412348,3.72019717570914,17.1083498639981,35.3099600428402,17.43904204546,23.6304959662102,25.5383013225528,33.7637356995624,8.14691851477371,14.1878573340059,17.5519349780675,20.678380321223,37.2712354228958,19.5382816888988,26.5221511742049,32.5056043924854
20,26.9214752431671,29.6396547169056,10.1692130376132,19.4869889615864,14.6462191571185,26.3171186900081,24.4728342073164,9.36838481997834,26.3573373672346,25.4243338379849,16.5396698888706,14.9525178368433,20.9451016064177,30.9830596931338,36.6215089325259,12.4066705709431,25.6385733230166,34.3421018270492,2.89553291682932,34.7555964945869,18.5728714115985
21,17.7369019073669,88.9780107410119,34.0072416033788,24.2337635856243,18.2115288875383,19.7390985115042,25.5887465250947,17.9713756646145,18.9700304662548,9.83969600506001,34.0692759884366,16.2662042807399,30.546272360215,15.052430344803,40.1235813826011,11.7563734998926,25.2787784489764,16.1718211072086,18.1484225352568,12.2027589220003,18.2933719838631
22,12.933855453862,NA,58.2925810696326,11.5487556193338,14.5881427821504,18.1114943005263,25.6004269150708,26.4587412311385,32.0257412859363,19.5339782365836,25.7606184119301,23.0238079570005,35.4514034946582,4.18349912336196,33.4924550421286,14.3549195906715,29.8737063438633,12.4316857050974,25.1641778734388,7.09246908110494,6.03671976550635
23,31.1011348470919,6.48650747064061,27.199056529392,24.2343103433478,18.0227093101546,21.0803451527961,26.0081776985885,6.13773245693377,17.3396303174279,29.7929711111364,21.0478731341736,23.4050698600538,25.5111491344421,24.2237580928377,22.3148834420905,24.8435244410694,28.5513763548178,39.8228776865342,16.9255126020105,26.4075150147529,41.8115060220299
24,21.0322075848251,30.3936077335338,13.8164506733133,24.8683843530754,20.5404005952349,28.6986243203786,5.26127646130579,9.39758191471253,28.5547770463087,15.6548259803354,22.3171577494425,33.2423386825894,17.88378409749,46.5884531655663,28.0511457375566,20.2037557140399,-1.35478650424894,30.5213545217271,9.48552481835297,34.3664839735508,31.7368775258625
25,16.4507705295097,36.9121984102056,26.4360247765927,30.5784625445355,10.7908917100936,7.63285199651684,24.919811186857,26.4142734573493,29.9178336652212,31.1359156507303,7.11193176251325,16.5478984367034,33.4923518408145,39.5975375367327,24.1688427332373,28.2069977550552,4.61605916819332,NA,21.8755784845215,20.6711234244664,27.3211918674265
26,32.6785797104629,36.8404259667476,19.4130312175193,27.5420647585815,23.0334691596117,26.7356170357774,16.4738160516235,8.58009786731082,25.0036086160687,35.8177890930245,27.8386187496087,13.6612881765088,31.2887414457539,9.79558345759427,30.3157346198456,31.2052724804294,26.1986359331871,47.4918388637186,22.4164860235165,18.6261673192769,6.21857376962627
27,26.3913402283333,22.0467078723922,13.8401093169869,16.1828262668935,24.5965712809323,14.5466175304799,27.9545298842061,24.4147485744341,25.6090728876226,9.64549945675786,50.2148511090632,25.0190083847585,26.5630963904773,14.3398644926588,30.2485834572456,23.5560342937612,21.9799878981718,24.5866827246021,37.5033490207304,39.4100647557429,28.8489819161729
28,34.8085643059602,4.07524636515463,11.5677340413092,25.2540416605727,20.6213980870854,17.9782451938112,54.5138403170185,30.5893722701597,43.0927485037285,28.5553292270279,33.3558516209922,23.7350044026625,25.9978266375462,8.75573099213102,32.6036489678883,27.1080369968927,30.2371449879115,20.2331063523485,14.7517988522953,25.8589060958395,23.2497258760181
29,10.979952244837,25.051697900883,23.566820626607,22.5816782189032,37.6619276108871,28.8966212877718,-10.3575519328339,38.6611481554757,13.7747341247089,33.2622199163503,24.7096362729179,29.3606441876176,23.4177276243056,35.8549922262248,13.9241446003458,29.0298888045368,35.2500231545121,27.2807961047086,27.1407195803456,35.5051323736092,41.0996441590834
30,24.9284060967521,42.6034042618158,15.6879572454314,19.6963049957612,20.1839435539824,15.7156853923385,18.7412298997947,10.3824100873471,24.1276137154958,10.4659530455718,23.0476813021259,27.3030025124323,23.0953061316685,15.595754098272,24.3416678698376,18.5870659442224,16.1151627034995,32.4779640915637,21.8350407107262,27.6084676550427,22.1967259961845
31,23.2192370555041,18.9305678054269,25.7439597057295,21.7896880889524,24.7636747307948,20.6641411744579,21.4994112904848,17.3671275234606,30.4025889109564,21.7788727494975,27.9532725577728,12.5497076550082,23.4109633351703,28.0156161655475,31.319122598691,13.495794631514,29.9676464624149,NA,37.1923541938973,33.7964818961158,27.9147097248729
32,13.969390984986,26.2975958931021,17.2365509467594,26.7942242067153,15.4839363252333,12.6401297873829,28.6432796670604,28.8663811920609,23.4957946318151,21.1779213252596,22.0305347283008,5.98766231284304,19.8093168345288,51.8922863323854,22.349645647878,18.4931440510671,-1.27104577983408,12.8586488923923,29.9734600321571,17.7824011171155,11.2703060734718
33,29.2156843910291,29.9000953874165,22.1222881332557,26.1353438294381,10.0484071616171,16.6098833434499,26.6813327904729,30.5572541004674,31.1102353240949,10.3082270076498,17.5684091409556,25.0823762770091,26.2572120138233,15.3365399142462,22.2251775234295,27.7812059155077,29.5545339550937,33.5246280195705,5.39386122464696,24.693639273512,23.6998106815152
34,6.39404709780946,13.7483537620322,31.9756814299416,31.6943253237119,26.3925905277476,34.0944397054433,16.7768150309112,32.4926048756652,32.8653108223208,28.9671632030739,23.3853893316864,28.5679282032373,30.0783894806826,37.9351667072503,34.9795706140177,41.249767423895,32.3423821581751,21.2234797340904,19.2282644825013,15.0519007049162,-3.50457110701807
35,34.0772377540761,19.6878254984066,37.2176227618307,30.5958520811286,25.2266217275911,14.6402595607966,11.6045793508907,15.6098300323794,24.7859654244499,11.6319546248794,20.3702410476269,18.0477173892088,12.9914036266417,8.93252309082559,18.6012036021777,18.2519466894323,29.4626480269633,33.2496034910351,27.0810062362243,21.1764015642058,42.2788943832265
36,27.4494444980626,46.9477977345275,18.6513316073679,15.4097886736963,14.4162138705575,26.3034098139238,31.5653372585834,14.4824389715396,25.2265240295415,25.8271084625873,27.6565146206933,21.7769931791029,29.3808900256538,24.4454020187441,29.9704454898156,10.4999849451596,10.3463183458005,27.6529262377232,11.7890783556576,29.0223024405302,32.6947048926904
37,27.0855764701254,21.7523536095605,16.287249971186,28.8401481154165,6.283821571723,22.2124391040795,24.6872292649427,21.8433532783145,21.8912011058558,26.2528321319575,21.0774361178927,23.9563953851883,26.0389457478205,20.0675247362672,31.5466242336629,20.0076317958826,6.46850700983261,13.3205372440238,25.0347381592554,35.2871021447865,33.7675378507659
38,30.753815127335,27.7471422716398,26.7619771133607,30.1611155996554,21.4190763436458,24.4578110161429,14.5534874002228,5.14464068669126,16.9874875139815,7.32377070782565,23.7346220152611,24.058603027829,21.4023133678689,30.9199237328531,21.680665767065,41.5968162183694,17.5679293441055,31.4116165045557,30.5552123308518,15.7150524949376,31.7402842897454
39,15.672584797045,NA,14.6193415182435,18.525190841631,33.4045812753129,20.5840283022655,37.7834296376836,14.6478113746126,24.6262098854771,31.0542349184693,13.5153915260756,26.5917799781351,26.4427812053325,-5.54076418370946,32.0946166175384,14.0390733543124,17.7562262542073,26.1099523322116,-1.81559744258378,23.151675497118,24.1319104884294
40,5.2434724697612,NA,31.4581202015243,25.1058910540394,34.3109432274412,24.320021998069,13.2351125066809,23.4814007944096,26.0513246275069,29.4477242209527,36.0873016822237,0.319879347277634,33.520427760429,21.7754169066988,34.5023691993896,16.5199245563744,4.36974704924412,21.5205066069038,18.3063892673364,43.9610210838673,15.4675904198863
41,27.9310007828506,33.5345570755524,34.3219189903848,23.7884679950781,11.9086484720586,26.6668149226363,41.0392277270382,30.9224048911806,19.7768332832477,27.1594865969064,13.66547634896,23.6007524383078,25.2645668850971,NA,43.2440264590444,27.0352244473579,34.7646722930901,37.7293134636893,15.7034566357546,12.4441241513203,25.5987173607805
42,28.1986127928744,27.9475381601218,17.8087033362539,24.6020819748507,26.3389203144286,8.64886563887992,15.0643593250355,13.7092142058941,25.1544668152396,9.48983937537559,19.4875468663606,23.2780427862859,17.8702949161784,24.8578720930602,22.5286342815153,32.290669926457,23.8952509687831,38.0357670132602,21.7018475685709,22.6508793579589,26.8526473348319
43,33.751804067829,44.0868423886302,23.2965133834057,32.9736852570396,24.241845988158,25.7110917854116,17.2537393834718,36.343294833332,34.9570578212596,32.3023954615358,25.0432174316949,23.436859068428,29.7742315628285,47.6456938724143,37.0626779579288,46.6133582237927,37.2401230231378,NA,52.3109538525173,31.9265245530636,30.9158199711782
44,21.0739570757075,24.2849514627938,19.4859299377275,10.8844843436586,6.28181420238912,14.0804587225878,24.0416079399009,23.6743664379843,35.7911797535151,8.07361406319818,17.371572986775,27.7231569306954,21.8251408886034,77.7011618465741,30.5758142087462,7.87024274669405,16.7968374088056,NA,28.1956456688721,26.3164584380397,69.5348384679772
45,26.9140634303737,31.8135199850746,43.3719192630094,34.9854778217568,18.6405498117788,23.1099010204318,23.9359024522272,18.3188165362051,19.1669074724067,33.3901635342272,24.5287829476231,26.0648672869025,22.5649263488744,25.9433336920496,17.2802433435706,29.7993746762308,30.8810541228492,30.5792605059218,19.0589613071889,14.5203813999934,-0.746907816834891
46,21.8721214916269,38.1190586814862,16.9968785111479,17.740841224769,8.49350902702768,30.1212061190606,16.1343331088331,33.5978852994634,23.9090348972044,24.5976126197672,20.942505764681,16.8980789412291,28.8996537567943,30.5636622425668,34.9229150474745,27.2929411334011,16.54467298543,18.5413528381275,12.2542339098243,37.1038959290266,25.0886092850681
47,21.4602743110356,34.8258223208947,18.0278609473042,27.28348788923,20.1305844104432,17.126633017705,17.7907844099625,12.2507031151273,29.5923367001974,43.5403279266408,27.7077047393807,17.8097172343821,17.8457988641065,34.7393339366856,30.7860212953373,38.8197638506394,25.0439174362252,32.8318111729839,22.7533129665233,12.4904527103035,17.7005507197281
48,36.8342547636801,16.6089850316443,23.8263865344286,27.518772200264,29.3480338112697,19.3697244676808,20.6069406851812,7.09650063502324,22.1637696135057,26.0259230459214,14.6642569512406,15.9404172150902,30.1761273234404,17.5143622411635,25.2664958930385,15.1313294022557,21.3428356914384,22.9531293694385,24.4230255237847,26.7384729823092,34.0628312895298
49,31.1727229703138,15.2195664818394,29.2222155167479,35.5249134625969,34.9669607385486,26.8045142679425,14.4247012609841,15.6266610835446,18.7793942435021,33.3080522799559,25.5265242530097,22.683945874402,22.7956448301042,5.74663958146302,16.3796791642422,26.4174078218734,18.3753198352931,32.8701651546106,35.956418376503,18.0685231989415,33.277878350858
50,21.5811627315795,NA,28.9396223587676,17.3610550729822,22.6689776511699,19.0330282156951,36.6780063167164,13.9560325224009,29.603419205171,27.8597891608352,44.6065832323577,22.707256934873,27.0759350837343,17.5101085066441,30.3143937298095,34.6244325844589,24.3834715041542,NA,36.3425667610201,23.5221443870451,20.2154040566283
51,23.8739017403829,32.2162633001475,24.2283010486761,20.7911389825839,15.6132144531227,18.5233661056578,55.5432060368158,17.6186019470826,28.7386901733108,24.4163042153249,17.4337195125025,25.640975554196,23.249106314106,39.4702093308164,29.5267272396458,17.5201142866322,18.403418687734,15.7207750650726,5.67485620399381,28.8757319035309,29.0958945205693
52,29.1992415080721,20.6847753111275,26.7559964290347,29.8558467217771,20.3619330255199,24.1250577063321,39.9001318498037,56.9735886300102,22.2076537700847,31.3299371217283,14.4935185608666,13.28716723442,31.3042175751999,17.2600000966687,35.4108240160594,22.8284768526269,34.0910349528089,17.9514298755961,20.4336618804759,14.7605479797749,32.8648398817468
53,24.6458996246819,39.2838598644798,30.1391798414758,28.6686335208811,16.0549341885581,26.3683782374806,13.1561149397295,25.1248038107397,20.5481253488872,42.0901193804179,32.3457187535456,24.4273834649948,24.1697493138943,36.699823432573,39.1032347738295,20.9515793159955,26.9172620903234,19.2604438839173,28.3394778541216,32.8944347706954,35.4968431733899
54,29.295050644263,36.4830604163007,29.4798908565174,21.9786779433686,8.30899789603131,32.9665533986954,11.4718543078012,18.1555477572787,26.2799559223511,13.2671354752648,22.377056323463,27.1406856804747,21.187442175286,20.2259967913086,22.544714450885,35.1056666412412,10.4496428416139,36.84919074089,4.68795839862753,26.8482501737369,13.0386113698584
55,28.2322953648075,47.0873139069274,21.0725365865501,35.5953438386537,22.0741293046568,25.8615412894285,3.92022506948734,35.7066347397649,33.7967872105398,32.7502203315765,25.8381350078076,9.29444991712356,26.6147502336395,27.5151571774059,29.9823138328101,14.7782345043901,30.7426402277375,19.1089541353291,6.99470505811703,35.0645333198561,26.5852117215314
56,32.8453361777959,18.2113997079136,11.8833056840561,25.593082151555,20.750811427701,19.3121565467037,25.9628629103578,14.3090162245244,19.3934301118303,30.8584881391394,5.24289314738353,26.1903102927465,22.4014547018511,21.422946223391,35.0100035732306,16.3514679152935,10.504043448291,14.4603586289178,20.9679274408945,13.8331801184826,31.3007978722727
57,20.1338358028151,30.2860273165447,31.053967073716,29.0894795043694,15.2132727168336,17.5684338226994,23.5772280628881,14.5346788491321,31.8375915103873,18.703930342002,29.6458977891319,31.1702203143713,20.6908913757999,33.5672475590335,19.6162457328956,34.6315800988979,22.7578223899469,31.2339618935819,30.780011119554,38.1894066054685,19.3466041330801
58,34.1183055266857,5.99486598469357,24.6079048717416,18.5079587606733,22.906888154486,22.8944995406672,38.6559757632214,17.4653565450103,30.7799849661143,17.1770125601878,35.7796799187089,8.94096617703052,-2.838022906873,40.4043480024242,28.7830821984187,35.5272248366854,26.3692890351685,NA,41.5318900975684,34.6397923310003,40.9687309731241
59,22.4385436217693,39.5255630195805,18.3204037550136,31.369835557805,10.8416413682678,21.884659694536,47.5987898658377,24.1919552368642,26.6634573916657,25.0586812632985,20.3955291013712,18.5333134247751,39.8336315519137,17.6143563327373,30.4037348375124,10.650770416566,2.23889500896332,22.178549917023,30.3201446941977,34.4017019360206,41.5879581441812
60,36.7765147807558,27.1875801163241,42.8071114818371,27.2242691394329,26.8770456477798,20.1472465758094,3.26493851434298,26.276954307618,29.5965292674683,32.2859176317492,23.5441845890214,24.593036354945,29.7325956349441,6.69479813561037,27.4340514911782,26.0945103336666,40.2052357353439,44.081335151936,22.8495620641241,18.7119447927028,15.1726882032705
61,35.6604664148518,23.714787115499,19.6520701365677,37.6241828930402,21.5499217290941,26.6006846208453,41.3996212104312,30.8608621119075,39.3298480095358,10.755908815868,26.5130689088131,27.2702778261109,34.9708142100928,38.6113260460966,33.8238506961452,20.5044441695218,34.5555656903077,NA,28.1519882746568,29.7230750024984,1.39593042224745
62,31.6806801413857,NA,15.1756187222819,16.4803979966852,15.5640100320706,0.0314794654828194,5.55623849980385,2.49475939946264,22.6020932627514,30.2863122180694,23.9832188636395,24.3816632877748,36.3373916180414,29.9696081630025,27.5226605276402,36.7574430997638,32.4299950514676,33.2006766379082,6.51524011940135,15.5348667080677,38.1074747093648
63,14.1862546556398,32.4676308722883,25.9519645808391,20.267921316516,17.6705682929562,19.3587582024989,24.9592692328777,29.3191967044781,29.3457587315502,35.3583908594864,15.2799192722761,17.7083510357346,23.3452256032947,9.62435906034506,26.4941892774231,5.20216676369502,4.69331470943393,21.9398130314742,22.4217944788349,31.9953591016057,26.8924398843571
64,41.9956201127424,39.1161210806941,13.055990912989,26.8364178100699,15.50239823683,20.601066716093,22.8237271846744,NA,26.3287401494022,29.0317311115633,34.2758852185476,35.3445635333838,25.3446350066122,40.9904992543986,35.0415848239236,16.0409176436848,10.1273793125645,19.9452103687378,15.1511018241533,16.4622939487213,31.9911125910487
65,28.250670911755,10.0346653261883,27.2956377229238,26.5309399255188,38.2181121614114,23.1582155543113,9.12364612884581,19.0285363688087,11.6728982694675,13.7989388565248,22.6690275573243,17.1978141258652,24.6601224965326,17.270868217997,19.7251053364833,67.0025762276037,34.8374570477901,10.9780154637353,30.3895622922009,37.4103302813863,31.5671522754134
66,19.8458709319604,NA,14.9862597350852,34.2337336187213,22.0216283699651,18.1729007126842,21.8715022172101,16.394538049893,37.781402235044,21.8076110047175,18.5112652792149,21.9906055182981,26.5939392353761,16.2097565372076,33.6085003625904,27.9380717454072,16.3000033902917,39.3283763764703,23.3582378627338,31.566667233727,18.9354273742005
67,16.4450648314138,9.28283514336507,25.9668751379803,25.9470422446868,38.2384107191171,21.3251274275955,44.1094459460857,25.1222136343721,32.3200209739023,17.4785856987652,30.5126987989939,25.6948106119144,27.3905250217302,24.6039067761161,24.863826579616,33.7538346789394,19.0497840790965,22.3052205476001,10.0023585087988,32.3183545429284,22.5461437502855
68,31.3700023761259,35.0048448989664,19.2048243196878,31.8739090383627,28.5953500577047,24.7018640016922,7.68833014958572,23.1646256593269,30.8194308288418,22.0526018578617,12.8156406681449,23.383908527982,33.5619401597077,18.402128780029,31.8479269962043,28.1005016457348,40.036549294602,26.620445591233,20.0093863372772,14.807385071782,22.1765394835339
69,24.0300206249507,42.5792788373252,18.6664663930965,19.2494700360381,8.28344436838363,13.6324596350918,28.8962936923879,17.5334396574361,24.208301744121,25.7744050655064,27.8193893813862,28.7512862665261,14.8494838593433,11.7345462714228,35.768421819404,16.8315406913172,20.6133511724899,30.2356872484345,24.9141193796237,32.2226799579244,24.1369913852876
70,15.2413760430225,42.373478466869,27.7540770708449,18.4713051266812,25.9435963354717,21.9371102886806,-27.3718150908164,11.3529851899721,20.4648160183991,36.0108300126478,28.8451500768477,24.9904480822615,29.5111026666265,23.5296037612853,31.3154269116687,27.0519808378021,25.6708577103338,31.2000049032051,28.6730817341058,35.3366289932696,34.9676518428649
71,24.7489817022348,42.9034470512819,23.2736023429255,24.0611543983715,31.0516414739901,25.3096722894854,43.5654870916887,35.2907588170371,26.8950364304783,13.9208687259657,38.9796406611877,31.7656504018117,36.5408035251457,55.551681043194,22.5393503037566,16.0103971559314,19.0623417591781,23.5002808591637,41.7948938269527,36.6652795602723,24.2048261122912
72,23.1712490896059,9.73780171572701,23.3878176451081,29.2593736620996,17.4143995235002,15.7359010931945,19.881181921572,10.0047683921085,30.2967567691295,19.684093728106,14.0938015902472,26.7094600059474,27.4345173249044,21.9368541246004,24.7951136164757,24.5721819479175,31.7228053105486,51.9514150245316,10.1352343329523,17.9640702899849,30.35571335826
73,23.3756270538881,NA,21.9009992859759,27.6577970586658,22.749945813837,26.3466625809837,39.830440767178,15.3218611550346,38.1186545944046,31.8705557202727,36.2268070293025,22.1273430599421,10.1713374927093,NA,15.4829928510242,23.9691727291159,36.0104595265967,32.8634442272681,18.4013382761592,26.5491737948249,24.2266916648725
74,18.8679223930111,36.1696548786702,21.5469430574688,20.6457544082654,13.2894244657239,20.2488391644567,37.8344575263775,28.182517630602,27.1379370134852,24.1773566096054,17.4800465729621,21.2560542578348,28.0175610254524,17.2085378415476,27.7196632734887,40.7757912499296,21.9766687597248,35.1044182946237,34.850430296222,33.1199372255116,32.3948895982033
75,28.5684594511347,12.8326790676653,25.8808319993073,21.296546291509,16.0203907947876,27.8334158204111,15.7750077454317,11.5513354838823,32.4825166472596,20.8135428769213,30.4775474826015,13.6154704619636,25.351280912479,21.0758533371832,34.2603471267859,16.5835250731876,11.3913742557063,24.8382657893117,23.3994147797946,16.6023342126701,25.7387197653035
76,27.8550342818465,NA,27.8860568177641,39.6268337176094,30.0244543244129,24.1476959035507,8.00761866940842,36.2663457419092,27.0565328791897,25.2838058103046,23.8882039633329,24.3691008491001,25.8081383387152,26.242477132538,17.4190542738297,31.7851359560218,27.8757753107327,36.6547234837626,24.4189989142452,21.1254389798992,30.602294098051
77,11.2458841476247,33.8439700564368,13.5475392467191,23.7186797772871,19.6691601875523,24.2441143799225,30.9785792735582,NA,32.3424969917837,34.2529919695234,22.2093488937079,27.2896384259553,32.2584693618969,14.1139947749617,26.0194910269507,26.8890725517193,26.319147686441,25.6999551857481,40.8580062291377,28.8812685118261,8.92670654475848
78,28.8139809194404,24.1923501652595,16.398684738085,22.2079809229104,23.4342925715141,26.4514825786507,21.3326459271749,16.9870961162438,14.8173222843495,27.7805282870915,27.6074969225009,21.8363318552061,30.5096910926339,31.7776070387525,26.8470146651339,28.178996408257,8.17605966345658,32.529996921464,6.3863830256026,32.1411447791038,30.2411331656397
79,15.6956282919664,NA,22.5072413535149,23.2014003714781,22.4033724697587,19.2798449472612,45.3766758276635,19.791727834331,29.1660682260588,24.8740075146153,0.57661187080125,12.5352296170916,23.4027110213787,40.9008366489575,40.0621914524878,38.2067158359369,22.6219246122676,25.0628619953667,3.92841732428767,34.8153161974491,28.4961678161331
80,32.6511846513229,36.1689476597795,39.9277221206126,31.3095487733956,19.9124862511335,16.2969416046273,11.2754872363325,28.3414021332373,32.1122104067071,23.8051926112268,32.6158090975629,29.9042863879218,29.4007605631891,17.5531791670131,21.0303312088591,14.314764616701,14.3727436606074,38.6321651578777,26.2288067217286,15.5424345063636,18.8668485135898
81,35.7622456767582,NA,30.0884149583114,26.4868791829458,30.4539056982959,22.4524618079213,29.9223547114844,22.7331625283116,32.1139861423752,22.001123022746,28.9761205010779,20.2201871391104,26.5980247804407,27.7073365198805,27.8674414772522,21.7022925135966,28.0346239317566,29.0524119938942,32.258033024056,33.8375949717838,23.3367949655907
82,-10.8136763439565,33.77029869779,15.8050882123973,20.0829257477199,25.4657322005587,19.1042555936662,34.8900009397252,33.5852544648357,30.2892675158906,25.0363958654553,32.5898637096352,22.7029239470901,35.478536940071,35.4649160396481,27.1237845679281,31.8621318310333,34.0132418822216,34.8454036860651,15.1688443310029,30.2124478323172,27.7703013144622
83,30.0308238840499,10.2149089741974,26.9481821823183,29.4953720586325,21.6404389511997,33.0440229795184,28.0888819377304,NA,28.0666738750802,21.7243696757667,38.0012212988564,23.878428716081,31.2118430928586,42.5164291308021,20.4867504135659,31.2224932386276,50.0241199083192,9.0704515130541,27.1466869639203,30.0663888540166,43.9298026963154
